No,Number Per One Dimension,Gender,Size,Width of shoulders,Vertical distance between shoulderes and table surface (shoulder normal),Vertical distance between shoulderes and table surface (round shoulder),Vertical distance between eye level and table surface,Vertical distance between Head posture device and table surface,Vertical distance between Chair and the ground,Horizational Distance (CM),Horizontal distance between eyes and head posture device,Shoulder Posture ,Head Posture,Sensor 1,Sensor 2 ,Sensor 3,Sensor 4
2378,38,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,708,533,699,632
2379,39,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,704,542,708,632
2380,40,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,700,549,708,634
2381,41,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,695,544,699,634
2382,42,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,708,541,701,642
2383,43,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,708,532,702,630
2384,44,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,702,542,703,644
2385,45,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,706,546,697,636
2386,46,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,699,531,708,627
2387,47,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,701,530,707,642
2388,48,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,710,531,704,640
2389,49,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,706,530,701,631
2390,50,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,702,539,705,643
2391,51,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,683,545,703,646
2392,52,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,695,535,704,640
2393,53,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,696,532,698,644
2394,54,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,694,534,705,634
2395,55,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,700,536,706,640
2396,56,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,701,528,706,641
2397,57,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,704,529,704,647
2398,58,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,700,525,705,643
2399,59,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,701,531,708,629
2400,60,Male,L,44,37,35,54,48,48,65,65,Round Shoulder,Neck Extension,736,565,734,639
2401,1,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),730,559,726,643
2402,2,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),727,557,731,642
2403,3,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),731,553,727,640
2404,4,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),736,552,732,632
2405,5,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),734,542,731,645
2406,6,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),727,542,730,648
2407,7,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),737,541,726,653
2408,8,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),739,551,732,642
2409,9,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),734,545,737,637
2410,10,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),723,547,723,648
2411,11,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),722,545,735,628
2412,12,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),741,543,732,651
2413,13,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),729,542,726,631
2414,14,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),727,539,732,652
2415,15,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),728,544,729,645
2416,16,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),729,535,735,643
2417,17,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),731,539,730,637
2418,18,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),729,543,728,640
2419,19,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),729,535,733,646
2420,20,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),733,540,735,644
2421,21,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),730,539,727,635
2422,22,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),728,540,727,633
2423,23,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),733,539,727,637
2424,24,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),724,539,733,640
2425,25,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),725,545,725,628
2426,26,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),734,543,727,637
2427,27,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),727,530,731,638
2428,28,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),719,546,721,633
2429,29,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),728,532,726,643
2430,30,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),726,536,727,637
2431,31,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),720,538,722,648
2432,32,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),722,538,729,639
2433,33,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),725,536,727,642
2434,34,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),721,535,724,633
2435,35,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),716,534,718,630
2436,36,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),728,538,723,642
2437,37,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),729,529,727,643
2438,38,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),724,531,727,629
2439,39,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),723,530,727,640
2440,40,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),719,529,727,637
2441,41,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),724,526,729,629
2442,42,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),726,528,725,641
2443,43,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),717,528,718,640
2444,44,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),722,531,727,636
2445,45,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),721,526,724,644
2446,46,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),723,528,719,633
2447,47,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),728,530,725,630
2448,48,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),732,537,721,636
2449,49,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),728,532,724,634
2450,50,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),718,524,721,635
2451,51,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),722,530,719,628
2452,52,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),730,527,719,633
2453,53,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),729,524,722,643
2454,54,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),728,521,724,652
2455,55,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),726,525,719,643
2456,56,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),715,527,723,643
2457,57,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),718,528,724,646
2458,58,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),724,525,723,644
2459,59,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),725,527,721,644
2460,60,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Extreme),714,567,721,647
2461,1,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),725,559,723,650
2462,2,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),716,572,715,646
2463,3,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),728,561,726,636
2464,4,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),727,572,719,633
2465,5,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),727,558,717,638
2466,6,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),722,564,719,637
2467,7,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),715,569,717,628
2468,8,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),723,569,720,630
2469,9,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),719,572,721,634
2470,10,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),724,573,719,640
2471,11,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),712,575,718,640
2472,12,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),716,574,726,637
2473,13,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),724,579,724,638
2474,14,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),720,576,721,642
2475,15,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),722,574,720,631
2476,16,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),725,576,721,643
2477,17,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),727,575,720,641
2478,18,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),724,582,723,640
2479,19,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),714,580,725,633
2480,20,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),721,579,725,647
2481,21,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),724,572,726,650
2482,22,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),711,577,717,632
2483,23,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),728,569,718,636
2484,24,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),731,573,718,641
2485,25,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),728,570,732,629
2486,26,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),725,576,715,624
2487,27,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),722,570,720,637
2488,28,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),718,568,718,643
2489,29,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),720,582,724,644
2490,30,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),719,571,724,643
2491,31,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),730,566,721,634
2492,32,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),727,575,718,642
2493,33,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),719,581,722,646
2494,34,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),720,567,722,639
2495,35,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),722,577,718,641
2496,36,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),721,576,717,641
2497,37,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),717,575,726,632
2498,38,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),724,573,721,643
2499,39,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),721,564,718,630
2500,40,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),724,572,721,639
2501,41,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),722,570,720,637
2502,42,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),722,567,716,642
2503,43,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),725,569,725,633
2504,44,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),721,564,717,634
2505,45,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),717,567,727,624
2506,46,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),719,564,715,636
2507,47,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),724,559,718,640
2508,48,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),719,575,716,633
2509,49,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),711,561,718,637
2510,50,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),729,570,719,632
2511,51,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),724,565,717,639
2512,52,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),722,576,712,645
2513,53,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),723,573,712,639
2514,54,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),724,564,727,640
2515,55,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),713,575,727,648
2516,56,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),717,570,720,652
2517,57,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),720,571,720,649
2518,58,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),722,559,731,633
2519,59,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),713,574,712,639
2520,60,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Poking Chin (Acceptable),720,609,731,649
2521,1,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),717,604,719,646
2522,2,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),720,604,722,639
2523,3,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),713,611,720,639
2524,4,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),717,596,720,635
2525,5,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),728,593,719,644
2526,6,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),721,596,720,634
2527,7,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),718,605,716,636
2528,8,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),721,594,714,641
2529,9,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),716,598,718,643
2530,10,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),716,595,715,643
2531,11,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),715,593,714,644
2532,12,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),719,601,711,645
2533,13,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),721,589,724,639
2534,14,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),720,593,726,641
2535,15,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),720,598,717,649
2536,16,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),706,591,723,632
2537,17,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),724,585,713,640
2538,18,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),719,588,719,645
2539,19,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),714,601,712,641
2540,20,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),710,592,715,643
2541,21,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),714,595,720,638
2542,22,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),713,591,718,632
2543,23,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),711,581,716,628
2544,24,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),719,593,715,641
2545,25,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),714,585,716,635
2546,26,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),726,589,711,634
2547,27,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),719,587,718,629
2548,28,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),723,584,719,642
2549,29,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),719,580,725,644
2550,30,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),724,589,714,628
2551,31,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),711,588,715,642
2552,32,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),719,593,714,642
2553,33,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),721,596,718,649
2554,34,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),723,592,713,642
2555,35,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),715,599,716,635
2556,36,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),725,596,718,643
2557,37,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),721,597,720,647
2558,38,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),724,588,714,643
2559,39,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),723,596,711,632
2560,40,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),720,580,719,641
2561,41,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),715,582,717,652
2562,42,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),721,582,716,638
2563,43,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),713,598,723,642
2564,44,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),718,584,714,636
2565,45,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),720,586,718,630
2566,46,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),730,597,721,640
2567,47,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),721,589,724,637
2568,48,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),724,586,718,635
2569,49,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),724,582,725,637
2570,50,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),717,588,717,645
2571,51,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),711,574,713,637
2572,52,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),724,583,721,648
2573,53,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),717,583,724,639
2574,54,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),706,580,710,629
2575,55,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),719,581,713,644
2576,56,Male,L,44,37,35,54,48,48,65,65,Acceptable Round Shoulder,Neutral Position(Best Position),717,583,722,641
